cikkszam,korona,Eszköz,Alszám,lelszam,Megnev,dátuma,Beszért,KumÉCS,Kszért,Pénznem,Telephely,Gyártszám,Típusmegn,Mennyiség,mennyitip,Tipus,Hely,Megjegyzés,Mező20,Mező21
5000782,1/31372,3026267,0,3026267-0000,Mikrofonos Webkamera HD,23/11/2018,19000,-19000,0,HUF,2080000000,1801LZ0AJJ149,C920 PRO,1,DB,INFO,B104,,,
5000782,1/31373,3026268,0,3026268-0000,Mikrofonos Webkamera HD,23/11/2018,19000,-19000,0,HUF,2080000000,1801LZ0A7JG9,C920 PRO,1,DB,INFO,B104,,,
5000782,1/31374,3026269,0,3026269-0000,Dómkamera,23/11/2018,31200,-31200,0,HUF,2080000000,618660357,DS-2 CD,1,DB,INFO,Felszerelt,,,
5000782,1/31375,3026270,0,3026270-0000,Dómkamera,23/11/2018,31200,-31200,0,HUF,2080000000,618660702,DS-2 CD,1,DB,INFO,Felszerelt,,,
5000782,1/31376,3026271,0,3026271-0000,Dómkamera,23/11/2018,31200,-31200,0,HUF,2080000000,618660864,DS-2 CD,1,DB,INFO,Felszerelt,,,
5000782,1/31377,3026272,0,3026272-0000,Dómkamera,23/11/2018,31200,-31200,0,HUF,2080000000,618660962,DS-2 CD,1,DB,INFO,Felszerelt,,,
5000782,1/31378,3026273,0,3026273-0000,Dómkamera,23/11/2018,31200,-31200,0,HUF,2080000000,618661079,DS-2 CD,1,DB,INFO,Felszerelt,,,
5000782,1/31379,3026274,0,3026274-0000,Dómkamera,23/11/2018,31200,-31200,0,HUF,2080000000,618661322,DS-2 CD,1,DB,INFO,Felszerelt,,,
5000782,1/31380,3026275,0,3026275-0000,Dómkamera,23/11/2018,31200,-31200,0,HUF,2080000000,618661375,DS-2 CD,1,DB,INFO,Felszerelt,,,
5000782,1/31381,3026276,0,3026276-0000,Dómkamera,23/11/2018,31200,-31200,0,HUF,2080000000,618661453,DS-2 CD,1,DB,INFO,Felszerelt,,,
5000782,1/31382,3026277,0,3026277-0000,Dómkamera,23/11/2018,31200,-31200,0,HUF,2080000000,618661490,DS-2 CD,1,DB,INFO,Felszerelt,,,
5000782,1/31383,3026278,0,3026278-0000,Dómkamera,23/11/2018,31200,-31200,0,HUF,2080000000,618661504,DS-2 CD,1,DB,INFO,Felszerelt,,,
5000782,1/31384,3026279,0,3026279-0000,Nyomtató (HP),23/11/2018,44100,-44100,0,HUF,2080000000,VNF4D44962,PRO-M 130,1,DB,INFO,Bakon,,,
5000782,1/31386,3026280,0,3026280-0000,Kombinált prés,23/11/2018,46200,-46200,0,HUF,2080000000,,KB-32,1,DB,INFO,Rendszergazda i. (K. Norbi),,,
5000784,1/31485,3026282,0,3026282-0000,Szerszámos kocsi 5 fiókos,11/12/2018,72000,-72000,0,HUF,2080000000,,TBR-3005X,1,DB,JASI,,,,
5000784,1/31486,3026283,0,3026283-0000,Ipari satu,11/12/2018,48890,-48890,0,HUF,2080000000,,,1,DB,JASI,,,,
5000784,1/31487,3026284,0,3026284-0000,Mechanikus száltörő,11/12/2018,97000,-97000,0,HUF,2080000000,,A-FC6S,1,DB,INFO,B104,JASI,,
5000784,1/31488,3026285,0,3026285-0000,Elektromos szívó-fúró,11/12/2018,17200,-17200,0,HUF,2080000000,,UB-1103,1,DB,INFO,Szerver,,,
5000784,1/31489,3026286,0,3026286-0000,Állványos fúrógép,11/12/2018,31800,-31800,0,HUF,2080000000,,BT-BD 501,1,DB,JASI,,,,
5000784,1/31490,3026287,0,3026287-0000,Akkus ütvefúró-csavarozó,11/12/2018,50700,-50700,0,HUF,2080000000,,,1,DB,JASI,,,,
5000784,1/31491,3026288,0,3026288-0000,Sarokcsiszoló,11/12/2018,27500,-27500,0,HUF,2080000000,,GA5030R,1,DB,JASI,,,,
5000785,1/31492,3026289,0,3026289-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,,,,
5000785,1/31493,3026290,0,3026290-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,Szerver,,,
5000785,1/31494,3026291,0,3026291-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,Holczi iroda,,,
5000785,1/31495,3026292,0,3026292-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,Szerver,,,
5000785,1/31496,3026293,0,3026293-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,Szerver,,,
5000785,1/31497,3026294,0,3026294-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,Cporta,,,
5000785,1/31498,3026295,0,3026295-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,TO,,,
5000785,1/31499,3026296,0,3026296-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,,,,
5000785,1/31500,3026297,0,3026297-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,Soós 101,,,
5000785,1/31501,3026298,0,3026298-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,,,,
5000785,1/31502,3026299,0,3026299-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,Szerver,,,
5000785,1/31503,3026300,0,3026300-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,Szerver,,,
5000785,1/31504,3026301,0,3026301-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,Szerver,,,
5000785,1/31505,3026302,0,3026302-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,ESN,,,
5000785,1/31506,3026303,0,3026303-0000,IP Telefon,11/12/2018,42100,-42100,0,HUF,2080000000,,1608-I,1,DB,INFO,Rendszergazda i. (K. Norbi),,,
5000786,1/31445,3026304,0,3026304-0000,Switch,11/12/2018,113400,-113400,0,HUF,2080000000,B4FBE45077B2,2XSFP,1,DB,INFO,Rendszergazda iroda,,,
5000786,1/31446,3026305,0,3026305-0000,Switch,11/12/2018,113400,-113400,0,HUF,2080000000,B4FBE45077B5,2XSFP,1,DB,INFO,hök,,,
5000786,1/31447,3026306,0,3026306-0000,Switch,11/12/2018,113400,-113400,0,HUF,2080000000,B4FBE45077C7,2XSFP,1,DB,INFO,Bem Aula eloszto,,,
5000786,1/31448,3026307,0,3026307-0000,Switch,11/12/2018,113400,-113400,0,HUF,2080000000,FCECDA757A83,2XSFP,1,DB,INFO,BFSZ Eloszto,,,
5000786,1/31451,3026308,0,3026308-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF109F79E49,,1,DB,INFO,Felszerelt,,,
5000786,1/31452,3026309,0,3026309-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF109F3FC2D,,1,DB,INFO,Felszerelt,,,
5000786,1/31453,3026310,0,3026310-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF109E2464C,,1,DB,INFO,Felszerelt,,,
5000786,1/31454,3026311,0,3026311-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF109D9CD90,,1,DB,INFO,C_Alaksor,,,
5000786,1/31455,3026312,0,3026312-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF109CF0FA8,,1,DB,INFO,C_4EM_É,,,
5000786,1/31456,3026313,0,3026313-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF109C4B070,,1,DB,INFO,Szerver,,,
5000786,1/31457,3026314,0,3026314-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF109AA6569,,1,DB,INFO,C_3EM_É,,,
5000786,1/31458,3026315,0,3026315-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF109A9C570,,1,DB,INFO,C_1EM_É,,,
5000786,1/31459,3026316,0,3026316-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF1099C394F,,1,DB,INFO,C_VIP,,,
5000786,1/31460,3026317,0,3026317-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF10998E669,,1,DB,INFO,C_2EM_D,,,
5000786,1/31461,3026318,0,3026318-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF109842601,,1,DB,INFO,Felszerelt,,,
5000786,1/31462,3026319,0,3026319-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF1097C4150,,1,DB,INFO,Felszerelt,,,
5000786,1/31463,3026320,0,3026320-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF109760D6F,,1,DB,INFO,Szerver,,,
5000786,1/31464,3026321,0,3026321-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF1096DFD1D,,1,DB,INFO,Szerver,,,
5000786,1/31465,3026322,0,3026322-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF1096C4575,,1,DB,INFO,Felszerelt,,,
5000786,1/31466,3026323,0,3026323-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF1094AA17E,,1,DB,INFO,Felszerelt,,,
5000786,1/31467,3026324,0,3026324-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF10945D4D1,,1,DB,INFO,Felszerelt,,,
5000786,1/31468,3026325,0,3026325-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF10945C7AC,,1,DB,INFO,C_Szerver,,,
5000786,1/31469,3026326,0,3026326-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF109456815,,1,DB,INFO,Felszerelt,,,
5000786,1/31470,3026327,0,3026327-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF10945257A,,1,DB,INFO,Koli FSZ Aula,,,
5000786,1/31471,3026328,0,3026328-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF109369D32,,1,DB,INFO,Szerver,,,
5000786,1/31472,3026329,0,3026329-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF109330951,,1,DB,INFO,Szerver,,,
5000786,1/31473,3026330,0,3026330-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF1092BAEBD,,1,DB,INFO,Szerver,,,
5000786,1/31474,3026331,0,3026331-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF10920465C,,1,DB,INFO,Szerver,,,
5000786,1/31475,3026332,0,3026332-0000,MikroTik,11/12/2018,21300,-21300,0,HUF,2080000000,7DF109144705,,1,DB,INFO,Szerver,,,
5000806,1/31619,3026415,0,3026415-0000,Oszciloszkóp,02/01/2019,249500,-36078,213422,HUF,2080000000,,VDO-2125A,1,DB,LABOR,,,,
5000806,1/31620,3026416,0,3026416-0000,Oszciloszkóp,02/01/2019,249500,-36078,213422,HUF,2080000000,,VDO-2125A,1,DB,LABOR,,,,
5000806,1/31621,3026417,0,3026417-0000,Oszciloszkóp,02/01/2019,249500,-36078,213422,HUF,2080000000,,VDO-2125A,1,DB,LABOR,,,,
5000806,1/31622,3026418,0,3026418-0000,Oszciloszkóp,02/01/2019,249500,-36078,213422,HUF,2080000000,,VDO-2125A,1,DB,LABOR,,,,
5000806,1/31626,3026419,0,3026419-0000,Labor tápegység,02/01/2019,78000,-78000,0,HUF,2080000000,,VLP-2403,1,DB,LABOR,,,,
5000806,1/31627,3026420,0,3026420-0000,Labor tápegység,02/01/2019,78000,-78000,0,HUF,2080000000,,VLP-2403,1,DB,LABOR,,,,
5000806,1/31628,3026421,0,3026421-0000,Labor tápegység,02/01/2019,78000,-78000,0,HUF,2080000000,,VLP-2403,1,DB,LABOR,,,,
5000806,1/31629,3026422,0,3026422-0000,Labor tápegység,02/01/2019,78000,-78000,0,HUF,2080000000,,VLP-2403,1,DB,LABOR,,,,
5000806,1/31630,3026423,0,3026423-0000,Labor tápegység,02/01/2019,78000,-78000,0,HUF,2080000000,,VLP-2403,1,DB,LABOR,,,,
5000806,1/31631,3026424,0,3026424-0000,Labor tápegység,02/01/2019,78000,-78000,0,HUF,2080000000,,VLP-2403,1,DB,LABOR,,,,
5000806,1/31632,3026425,0,3026425-0000,Labor tápegység,02/01/2019,78000,-78000,0,HUF,2080000000,,VLP-2403,1,DB,LABOR,,,,
5000806,1/31633,3026426,0,3026426-0000,Labor tápegység,02/01/2019,78000,-78000,0,HUF,2080000000,,VLP-2403,1,DB,LABOR,,,,
5000806,1/31634,3026427,0,3026427-0000,Funkció generátor,02/01/2019,93450,-93450,0,HUF,2080000000,,FG-8210,1,DB,LABOR,,,,
5000806,1/31635,3026428,0,3026428-0000,Funkció generátor,02/01/2019,93450,-93450,0,HUF,2080000000,,FG-8210,1,DB,LABOR,,,,
5000806,1/31636,3026429,0,3026429-0000,Funkció generátor,02/01/2019,93450,-93450,0,HUF,2080000000,,FG-8210,1,DB,LABOR,,,,
5000806,1/31637,3026430,0,3026430-0000,Funkció generátor,02/01/2019,93450,-93450,0,HUF,2080000000,,FG-8210,1,DB,LABOR,,,,
5000806,1/31638,3026431,0,3026431-0000,Funkció generátor,02/01/2019,93450,-93450,0,HUF,2080000000,,FG-8210,1,DB,LABOR,,,,
5000806,1/31639,3026432,0,3026432-0000,Funkció generátor,02/01/2019,93450,-93450,0,HUF,2080000000,,FG-8210,1,DB,LABOR,,,,
5000806,1/31640,3026433,0,3026433-0000,Funkció generátor,02/01/2019,93450,-93450,0,HUF,2080000000,,FG-8210,1,DB,LABOR,,,,
5000806,1/31641,3026434,0,3026434-0000,Funkció generátor,02/01/2019,93450,-93450,0,HUF,2080000000,,FG-8210,1,DB,LABOR,,,,
5000806,1/31642,3026435,0,3026435-0000,Forrasztó állomás,02/01/2019,17600,-17600,0,HUF,2080000000,,,1,DB,INFO,Mérnöki Iroda,Hőlég,,
5000806,1/31643,3026436,0,3026436-0000,Forrasztó állomás,02/01/2019,17600,-17600,0,HUF,2080000000,,,1,DB,INFO,LABOR,Hőlég,,
5000806,1/31644,3026437,0,3026437-0000,Fali elosztószekrény,02/01/2019,35850,-35850,0,HUF,2080000000,,IDE-49051,1,DB,INFO,LABOR,,,
5000806,1/31645,3026438,0,3026438-0000,Fali elosztószekrény,02/01/2019,35850,-35850,0,HUF,2080000000,,IDE-49051,1,DB,INFO,LABOR,,,
5000806,1/31646,3026439,0,3026439-0000,Forrasztó állomás ST-100D,02/01/2019,31450,-31450,0,HUF,2080000000,,ST-100D,1,DB,INFO,Mérnöki Iroda,,,
5000806,1/31647,3026440,0,3026440-0000,Forrasztó állomás ST-100D,02/01/2019,31450,-31450,0,HUF,2080000000,,ST-100D,1,DB,INFO,B104,,,
5000806,1/31648,3026441,0,3026441-0000,Forrasztó állomás ST-100D,02/01/2019,31450,-31450,0,HUF,2080000000,,ST-100D,1,DB,INFO,B104(Bálint,,,
5000806,1/31649,3026442,0,3026442-0000,Digitális multiméter,02/01/2019,25700,-25700,0,HUF,2080000000,,VC-270,1,DB,JASI,,,,
5000806,1/31650,3026443,0,3026443-0000,Digitális multiméter,02/01/2019,25700,-25700,0,HUF,2080000000,,VC-270,1,DB,JASI,,,,
5000806,1/31651,3026444,0,3026444-0000,Digitális multiméter,02/01/2019,25700,-25700,0,HUF,2080000000,,VC-270,1,DB,JASI,,,,
5000806,1/31652,3026445,0,3026445-0000,Digitális multiméter,02/01/2019,25700,-25700,0,HUF,2080000000,,VC-270,1,DB,JASI,,,,
5000806,1/31663,3026446,0,3026446-0000,Lakatfogó multiméter,02/01/2019,12460,-12460,0,HUF,2080000000,,VC-33,1,DB,JASI,,,,
5000806,1/31664,3026447,0,3026447-0000,Multifunkciós akku töltő,02/01/2019,16350,-16350,0,HUF,2080000000,,V-CHARGE 50,1,DB,INFO,LABOR,??,,
5000806,1/31665,3026448,0,3026448-0000,12- lemezes NAS,02/01/2019,1565820,-226422,1339398,HUF,2080000000,,RS-3617,1,DB,INFO,Szerver,,,
5000806,1/31666,3026449,0,3026449-0000,12- lemezes NAS,02/01/2019,1565820,-226422,1339398,HUF,2080000000,1880NBN2551,RS-3617,1,DB,INFO,Szerver,,,
5000806,1/31667,3026450,0,3026450-0000,Infra hőmérő pisztoly,02/01/2019,29440,-29440,0,HUF,2080000000,1880NRN2324,,1,DB,INFO,Mérnöki Iroda,,,
5000813,1/31660,3026490,0,3026490-0000,Családi Robot,10/01/2019,147500,-147500,0,HUF,2080000000,,ALPHA 1,1,DB,JASI,,,,
5000813,1/31661,3026491,0,3026491-0000,Családi Robot,10/01/2019,147500,-147500,0,HUF,2080000000,,ALPHA 1,1,DB,JASI,,,,
5000813,1/31662,3026492,0,3026492-0000,Családi Robot,10/01/2019,147500,-147500,0,HUF,2080000000,,ALPHA 1,1,DB,JASI,,,,
5000814,1/31658,3026493,0,3026493-0000,Fémdaraboló,10/01/2019,223975,-31676,192299,HUF,2080000000,,DW-872,1,DB,JASI,,,,
5000814,1/31659,3026494,0,3026494-0000,Inverteres hegesztő,10/01/2019,53790,-53790,0,HUF,2080000000,,TC-IW 150,1,DB,JASI,,,,
5000815,1/31653,3026495,0,3026495-0000,Csőkamera,10/01/2019,36000,-36000,0,HUF,2080000000,C73122563,FWD-15,1,DB,INFO,Szerver,,,
5000815,1/31654,3026496,0,3026496-0000,Csőkamera,10/01/2019,36000,-36000,0,HUF,2080000000,C73122570,FWD-15,1,DB,INFO,Szerver,,,
5000815,1/31655,3026497,0,3026497-0000,Csőkamera,10/01/2019,36000,-36000,0,HUF,2080000000,C73122569,FWD-15,1,DB,INFO,Szerver,,1db felszerelve,
5000815,1/31656,3026498,0,3026498-0000,Csőkamera,10/01/2019,36000,-36000,0,HUF,2080000000,C73122568,FWD-15,1,DB,INFO,Szerver,,,
5000815,1/31657,3026499,0,3026499-0000,Csőkamera,10/01/2019,36000,-36000,0,HUF,2080000000,C73122565,FWD-15,1,DB,INFO,Szerver,,,
5000824,1/31387,3026538,0,3026538-0000,Léghűtéses marómotor,02/01/2019,30200,-30200,0,HUF,2080000000,"EYS8043-24/1,50",,1,DB,JASI,,,,
5000824,1/31388,3026539,0,3026539-0000,Kapcsolóüzemű tápegység,02/01/2019,105700,-105700,0,HUF,2080000000,20181115-2,TSP600-124,1,DB,JASI,,,,
5000824,1/31389,3026540,0,3026540-0000,Kapcsolóüzemű tápegység,02/01/2019,105700,-105700,0,HUF,2080000000,2018115-1,TSP600-124,1,DB,JASI,,,,
5000824,1/31390,3026541,0,3026541-0000,Elektronikus fogyasztásmérő,02/01/2019,16650,-16650,0,HUF,2080000000,.025418010051,PR-01,1,DB,JASI,,,,
5000824,1/31391,3026542,0,3026542-0000,Elektronikus fogyasztásmérő,02/01/2019,16650,-16650,0,HUF,2080000000,.025418010010,PR-01,1,DB,JASI,,,,
5000824,1/31392,3026543,0,3026543-0000,Elektronikus fogyasztásmérő,02/01/2019,16650,-16650,0,HUF,2080000000,.025418010052,PR-01,1,DB,JASI,,,,
5000824,1/31393,3026544,0,3026544-0000,Elektronikus fogyasztásmérő,02/01/2019,16650,-16650,0,HUF,2080000000,.025418010055,PR-01,1,DB,JASI,,,,
5000824,1/31394,3026545,0,3026545-0000,Elektronikus fogyasztásmérő,02/01/2019,16650,-16650,0,HUF,2080000000,.025418010053,PR-01,1,DB,JASI,,,,
5000824,1/31395,3026546,0,3026546-0000,Elektronikus fogyasztásmérő,02/01/2019,16650,-16650,0,HUF,2080000000,.025418010054,PR-01,1,DB,JASI,,,,
5000824,1/31396,3026547,0,3026547-0000,Elektronikus fogyasztásmérő,02/01/2019,16650,-16650,0,HUF,2080000000,.025418010006,PR-01,1,DB,JASI,,,,
5000824,1/31399,3026548,0,3026548-0000,Lego Robot,02/01/2019,108000,-108000,0,HUF,2080000000,,EV-3,1,DB,JASI,,,,
5000824,1/31400,3026549,0,3026549-0000,Lego Robot,02/01/2019,108000,-108000,0,HUF,2080000000,,EV-3,1,DB,JASI,,,,
5000824,1/31401,3026550,0,3026550-0000,Lego Robot,02/01/2019,108000,-108000,0,HUF,2080000000,,EV-3,1,DB,JASI,,,,
5000824,1/31402,3026551,0,3026551-0000,Lego Robot,02/01/2019,108000,-108000,0,HUF,2080000000,,EV-3,1,DB,JASI,,,,
5000824,1/31403,3026552,0,3026552-0000,Lego Robot,02/01/2019,108000,-108000,0,HUF,2080000000,,EV-3,1,DB,JASI,,,,
5000824,1/31404,3026553,0,3026553-0000,Lego Robot,02/01/2019,108000,-108000,0,HUF,2080000000,,EV-3,1,DB,JASI,,,,
5000832,1/31618,3026585,0,5000832-0000,Digitális fogyasztásmérő,02/01/2019,32000,-32000,0,HUF,2080000000,,VSM-102,1,DB,JASI,,,,
5000834,1/31717,3026587,0,5000834-0000,Rotációs bepárló,29/01/2019,631400,-84530,546870,HUF,2080000000,,RV 8V-C,1,DB,NEM INFO,,,,
5000835,1/31702,3026588,0,5000835-0000,Keverőegység (ülepítő),24/01/2019,359250,-48809,310441,HUF,2080000000,,JLT6 VELP,1,DB,NEM INFO,,,,
5000887,1/31811,3026679,0,5000887-0000,Nyomtató (HP),21/02/2019,45274,-45274,0,HUF,2080000000,PHCOF22566,M402DW,1,DB,INFO,Jasi iroda,,,
5000920,1/31829,3026733,0,5000920-0000,Fénymásoló (XEROX),18/03/2019,1556039,-178646,1377393,HUF,2080000000,3712318430,C8055,1,DB,INFO,Rendszergazda i. (K. Norbi),,,
5000928,1/31824,3026750,0,3026750-0000,Nyomtató (HP),17/03/2019,45274,-45274,0,HUF,2080000000,PHCOF22573,M402-DW,1,DB,INFO,Holczi iroda,,,
5000928,1/31823,3026751,0,3026751-0000,Nyomtató (HP),17/03/2019,45274,-45274,0,HUF,2080000000,PHCOF22893,M402-DW,1,DB,INFO,Szerver,,,
5000947,1/31876,3026787,0,3026787-0000,Router,08/04/2019,725000,-175668,549332,HUF,2080000000,8A34OA6F3F1C,CCR-1072,1,DB,INFO,Szerver,,,
5000947,1/31877,3026788,0,3026788-0000,Router,08/04/2019,725000,-175668,549332,HUF,2080000000,8A340AB25CAA,CCR-1072,1,DB,INFO,Szerver,,,
5000947,1/31878,3026789,0,3026789-0000,Router,08/04/2019,725000,-175668,549332,HUF,2080000000,8A34092C7032,CCR-1072,1,DB,INFO,Szerver,,,
5000947,1/31879,3026790,0,3026790-0000,Router,08/04/2019,725000,-175668,549332,HUF,2080000000,8A340AA5231A,CCR-1072,1,DB,INFO,Szerver,,,
5000963,1/31899,3026818,0,3026818-0000,Számítógép (DELL),25/04/2019,194727,-194727,0,HUF,2080000000,8B4ZZS2,OPTIPLEX 3060,1,DB,INFO,Szerver,,,
5000963,1/31900,3026819,0,3026819-0000,Számítógép (DELL),25/04/2019,194727,-194727,0,HUF,2080000000,88910T2,OPTIPLEX 3060,1,DB,INFO,Szerver,,,
5000963,1/31901,3026820,0,3026820-0000,Számítógép (DELL),25/04/2019,194727,-194727,0,HUF,2080000000,86M40T2,OPTIPLEX 3060,1,DB,INFO,Szerver,,,
5000964,1/31906,3026821,0,3026821-0000,Monitor (Dell),03/05/2019,31299,-31299,0,HUF,2080000000,5J648V2,E2216-H,1,DB,INFO,Szerver,,,
5000964,1/31907,3026822,0,3026822-0000,Monitor (Dell),03/05/2019,31299,-31299,0,HUF,2080000000,8K648V2,E2216-H,1,DB,INFO,Szerver,,,
5000964,1/31908,3026823,0,3026823-0000,Monitor (Dell),03/05/2019,31299,-31299,0,HUF,2080000000,CJ648V2,E2216-H,1,DB,INFO,Szerver,,,
,1/31755,,0,1003928-0000,Licensz Customer pos. 10,13/02/2019,338699,-47808,290891,HUF,2080000000,,CPU1215C,1,DB,SZOFTVER,,,,
,1/31756,1003929,0,1003929-0000,Licensz Customer pos. 20,13/02/2019,585390,-82628,502762,HUF,2080000000,,KTP700,1,DB,SZOFTVER,,,,
121-302048,1/29887,3006066,1,3006066-0001,GÁZKROMATOGRÁF TÖMEGSPEKTROMÉTER G3175A,15/02/2017,2152205,-897735,1254470,HUF,2080000000,4510291601,G3175A,1,DB,NEM INFO,,,,
121-302048,1/29887,,4,3006066-0004,Nyomtató HP P3015,15/02/2017,30000,-12514,17486,HUF,2080000000,VNBVB63HCS,HP P3015,1,DB,NEM INFO,,,,
,1/29916,3024737,0,3024737-0000,Sim Kártya,26/01/2017,1,-1,0,HUF,2080000000,70/504-4772,,1,DB,INFO,,,,
5000082,1/29963,3024759,0,5000082-0000,Kézi mérő elektróddal,05/04/2017,46252,-46252,0,HUF,2080000000,,HI99300,1,DB,JASI,,,,
5000083,1/29974,3024760,0,5000083-0000,Labdafelfujó kompresszor,28/03/2017,26772,-26772,0,HUF,2080000000,,,1,DB,NEM INFO,,,,
,,3025036,0,3025036-0000,SIM kártya 305083812 Tóth-Kaszás N.,30/09/2017,1,-1,0,HUF,2080000000,04217050485663F,,1,DB,INFO,NIKI,,,
,,3025038,0,3025038-0000,SIM kártya 305045331 Gelencsérné Berta R.,30/09/2017,1,-1,0,HUF,2080000000,04217050485689F,,1,DB,INFO,RENI,,,
5000378,B-208/1/2017,3025087,0,5000378-0000,Polcrendszer,27/10/2017,65421,-65421,0,HUF,2080000000,,,1,DB,NEM INFO,,,,
5000413,1/30223,3025122,0,5000413-0000,Spektrofotométer (V-730),08/11/2017,1391950,-433526,958424,HUF,2080000000,A116061798,V-730,1,DB,NEM INFO,,,,
5000413,1/30223 TART.,,1,5000413-0001,Spectra Manager II.,08/11/2017,174000,-54193,119807,HUF,2080000000,A116061798,,1,DB,NEM INFO,,,,
5000413,1/30223 TART.,,2,5000413-0002,Perisztatikus sipper NPF-782,08/11/2017,542000,-168807,373193,HUF,2080000000,A006961894,,1,DB,NEM INFO,,,,
5000415,1/30225,3025131,0,5000415-0000,Kevertágyas ioncserélő berendezés,17/11/2017,122000,-122000,0,HUF,2080000000,1740170145,MX-200,1,DB,NEM INFO,,,,
5000471,1/30376,3025260,0,5000471-0000,Klímaberendezés (Szerver),11/01/2018,348200,-99595,248605,HUF,2080000000,24137230427761108B,MIDEA BLANC,1,DB,INFO,Szerver,,,
5000519,B-208/1/2018,3025498,0,5000519-0000,Egyedi világító doboz (Nagykanizsai Kampusz felíra,14/03/2018,325500,-85085,240415,HUF,2080000000,,EFOP-3.4.4-16,1,DB,NEM INFO,,,,
5000562,1/30777,3025573,0,5000562-0000,Ipari Robot,17/05/2018,13812640,-3259405,10553235,HUF,2080000000,14000-501788,IRB-14000,1,DB,JASI,,,,
5000764,1/31362,3026225,0,5000764-0000,Kézi kötegvágógép,16/11/2018,289630,-47289,242341,HUF,2080000000,,IDEÁL-4305,1,DB,INFO,Rendszergazda i. (K. Norbi),,,
5000858,1/31742,3026624,0,5000858-0000,Hűtő (alulfagy. kombinált),15/02/2019,106212,-106212,0,HUF,2080000000,,820XH,1,DB,NEM INFO,,,,
5000868,1/31749,3026634,0,3026634-0000,SIMATIC SZ-1200 Power Module,13/02/2019,17082,-17082,0,HUF,2080000000,,PM-1207,1,DB,JASI,,,,
5000868,1/31750,3026635,0,3026635-0000,SIMATIC SZ-1200 Power Module,13/02/2019,17082,-17082,0,HUF,2080000000,,PM-1207,1,DB,JASI,,,,
5000868,1/31751,3026636,0,3026636-0000,SIMATIC SZ-1200 Power Module,13/02/2019,17082,-17082,0,HUF,2080000000,,PM-1207,1,DB,JASI,,,,
5000868,1/31752,3026637,0,3026637-0000,SIMATIC SZ-1200 Power Module,13/02/2019,17082,-17082,0,HUF,2080000000,,PM-1207,1,DB,JASI,,,,
